station,date,tavg,preciptotal,sealevel,resultspeed,resultdir,humidity,trange
2,2009-05-10,55.0,0.02,30.11,5.1,30,56.877374043567855,24
1,2009-05-11,50.0,0.0,30.2,0.7,8,56.1626043057132,22
2,2009-05-11,51.0,0.0,30.2,2.1,7,52.001711640014,21
1,2009-05-12,55.0,0.0,30.13,9.5,16,44.8993561106211,32
2,2009-05-12,58.0,0.0,30.13,8.9,16,37.17664092117185,28
1,2009-05-13,62.0,0.55,29.76,14.4,19,80.6831624196819,17
2,2009-05-13,63.0,1.03,29.77,12.9,18,83.71793757023292,17
1,2009-05-14,61.0,0.0,30.0,10.5,27,53.489222585624475,15
2,2009-05-14,62.0,0.05,30.0,11.1,27,51.629312036145016,14
1,2009-05-15,57.0,0.39,30.0,6.0,16,80.3057586215734,9
2,2009-05-15,59.0,0.7,29.99,4.4,15,77.55150691172038,8
1,2009-05-16,54.0,0.0,30.05,11.0,29,58.99021804785905,17
2,2009-05-16,55.0,0.04,30.05,11.0,30,59.1273266011467,15
1,2009-05-17,51.0,0.0,30.32,0.2,33,39.1387442315929,24
2,2009-05-17,50.0,0.0,30.32,3.3,9,42.32526204728193,18
1,2009-05-18,53.0,0.05,30.29,9.6,19,46.408839010595536,26
2,2009-05-18,56.0,0.05,30.3,9.3,19,36.84958888644253,22
1,2009-05-19,66.0,0.0,30.21,13.5,21,44.881504027025485,28
2,2009-05-19,67.0,0.0,30.22,12.3,21,41.72497773363671,26
1,2009-05-20,73.0,0.0,30.13,14.4,20,35.32318215305072,23
2,2009-05-20,73.0,0.05,30.13,11.9,20,33.99657101708635,24
1,2009-05-21,72.0,0.0,30.09,7.8,23,44.13262654104418,24
2,2009-05-21,73.0,0.0,30.09,8.1,25,41.09857475841559,25
1,2009-05-22,61.0,0.0,30.18,10.4,4,57.71585872986358,16
2,2009-05-22,63.0,0.0,30.16,10.0,3,55.85035151680261,14
1,2009-05-23,65.0,0.0,30.06,4.5,7,58.263404009012845,30
2,2009-05-23,67.0,0.05,30.05,4.5,8,56.41023806472434,24
1,2009-05-24,63.0,0.0,30.07,10.4,4,53.77999626270204,16
2,2009-05-24,63.0,0.0,30.05,10.7,3,55.85035151680261,14
1,2009-05-25,61.0,0.04,30.02,10.3,6,51.480360585912535,13
2,2009-05-25,60.0,0.08,30.0,8.7,6,59.80411012425675,8
1,2009-05-26,64.0,1.73,29.82,7.5,5,62.61662312402425,21
2,2009-05-26,66.0,1.38,29.81,5.7,6,65.21411080812129,20
1,2009-05-27,64.0,0.02,29.68,3.6,24,80.83122457253185,18
2,2009-05-27,67.0,0.05,29.67,6.8,24,78.22015326882769,17
1,2009-05-28,58.0,0.0,29.76,6.8,30,77.46588457018464,8
2,2009-05-28,60.0,0.0,29.75,6.8,29,72.11726864156499,9
1,2009-05-29,62.0,0.05,29.88,2.7,32,62.362634612270064,24
2,2009-05-29,66.0,0.0,29.87,2.0,31,54.212011086396494,22
1,2009-05-30,65.0,0.05,29.81,2.9,27,50.14258417997887,29
2,2009-05-30,66.0,0.05,29.8,1.8,29,48.42797148268488,26
1,2009-05-31,59.0,0.0,29.94,2.7,10,51.180822118910676,28
2,2009-05-31,61.0,0.0,29.93,2.9,9,51.480360585912535,23
1,2009-06-01,65.0,0.44,29.89,1.2,34,65.0942414787659,27
2,2009-06-01,66.0,0.83,29.88,1.0,34,65.21411080812129,28
1,2009-06-02,54.0,0.12,30.09,7.4,3,74.2599582859819,12
2,2009-06-02,56.0,0.06,30.07,8.3,3,71.70467055718281,11
1,2009-06-03,52.0,0.0,30.15,10.5,4,61.058190785103065,18
2,2009-06-03,54.0,0.0,30.13,11.0,2,58.99021804785905,14
1,2009-06-04,55.0,0.0,30.05,4.7,4,50.5751675874962,26
2,2009-06-04,58.0,0.0,30.05,5.2,5,47.19571875573779,21
1,2009-06-05,62.0,0.0,29.91,5.8,26,51.629312036145016,35
2,2009-06-05,64.0,0.0,29.91,6.3,25,46.31565643470044,33
1,2009-06-06,57.0,0.02,29.93,6.2,5,64.11514175131302,12
2,2009-06-06,61.0,0.05,29.92,4.7,3,62.234789710613825,11
1,2009-06-07,63.0,0.04,29.87,2.7,8,69.81626736440232,21
2,2009-06-07,65.0,0.05,29.86,1.5,11,67.52304382783947,18
1,2009-06-08,66.0,0.45,29.77,5.9,24,80.97766421415629,28
2,2009-06-08,69.0,0.3,29.76,6.4,25,75.65738210974907,27
1,2009-06-09,61.0,0.05,29.94,4.0,6,74.92573641260748,12
2,2009-06-09,62.0,0.05,29.94,6.4,8,72.32044209638802,11
1,2009-06-10,61.0,0.01,29.89,8.0,5,64.60920574472077,13
2,2009-06-10,61.0,0.04,29.88,8.5,4,67.06320485667815,12
1,2009-06-11,59.0,0.01,29.83,10.2,3,74.73800291133466,11
2,2009-06-11,57.0,1.14,29.82,8.8,1,86.4518537432475,7
1,2009-06-12,62.0,0.05,29.95,4.4,7,62.362634612270064,25
2,2009-06-12,61.0,0.05,29.95,5.0,6,64.60920574472077,22
1,2009-06-13,61.0,0.33,30.0,5.9,5,69.59906401503227,14
2,2009-06-13,61.0,0.31,29.99,7.2,4,72.21911321893865,10
1,2009-06-14,64.0,0.0,30.01,4.5,4,55.99116062352123,26
2,2009-06-14,65.0,0.0,30.0,5.1,5,58.263404009012845,22
1,2009-06-15,67.0,0.0,30.01,5.5,9,52.36594383575726,28
2,2009-06-15,69.0,0.0,29.99,7.4,9,48.88163366835733,24
1,2009-06-16,65.0,1.23,29.89,11.2,10,70.0313463066751,12
2,2009-06-16,68.0,1.07,29.87,10.3,11,67.862227088827,7
1,2009-06-17,66.0,0.0,29.88,3.0,36,78.13813236389119,10
2,2009-06-17,68.0,0.0,29.87,2.6,34,75.56758222782685,10
1,2009-06-18,71.0,0.12,29.26,6.7,16,75.83559235050328,19
2,2009-06-18,72.0,0.11,29.79,3.7,17,75.92400854975992,18
1,2009-06-19,76.0,3.97,29.7,7.2,18,73.68660279143874,21
2,2009-06-19,77.0,0.87,29.68,6.3,18,73.78055835142726,22
1,2009-06-20,78.0,0.0,29.76,8.3,29,64.33267984899061,19
2,2009-06-20,79.0,0.0,29.74,8.3,28,62.247329201951004,19
1,2009-06-21,77.0,0.01,29.82,2.8,7,61.99943468829765,14
2,2009-06-21,79.0,0.05,29.8,3.3,9,60.109903291890774,15
1,2009-06-22,79.0,0.09,29.79,4.0,11,66.72333408930567,21
2,2009-06-22,80.0,0.06,29.77,5.3,12,64.56924007445551,19
1,2009-06-23,83.0,0.0,29.87,1.8,14,62.73678159623106,23
2,2009-06-23,84.0,0.0,29.85,2.8,13,58.69240620448946,17
1,2009-06-24,85.0,0.04,29.87,1.9,22,56.83537841210457,19
2,2009-06-24,83.0,0.78,29.85,2.1,23,60.6180759215565,20
1,2009-06-25,85.0,0.05,29.8,2.4,32,58.82187232391776,19
2,2009-06-25,85.0,0.0,29.77,1.8,26,56.83537841210457,17
1,2009-06-26,78.0,0.0,29.85,6.4,4,53.939550444765224,17
2,2009-06-26,79.0,0.0,29.83,6.4,4,54.07945083337518,14
1,2009-06-27,76.0,0.3,29.82,5.1,21,59.72319979400966,27
2,2009-06-27,79.0,0.05,29.8,6.0,22,52.19109419072684,23
1,2009-06-28,75.0,0.0,29.73,13.2,29,46.26619477407348,17
2,2009-06-28,76.0,0.0,29.71,14.1,29,44.74804725483461,15
1,2009-06-29,70.0,0.0,29.6,12.2,30,56.82433111207962,14
2,2009-06-29,72.0,0.0,29.59,13.4,30,53.08915754692025,13
1,2009-06-30,63.0,0.0,29.65,8.9,30,69.81626736440232,7
2,2009-06-30,65.0,0.0,29.64,8.1,30,65.0942414787659,7
1,2009-07-01,61.0,0.05,29.77,8.2,32,72.21911321893865,8
2,2009-07-01,61.0,0.02,29.76,6.6,31,77.72137240852535,8
1,2009-07-02,66.0,0.0,29.95,8.4,31,65.21411080812129,14
2,2009-07-02,67.0,0.0,29.94,5.7,31,65.33342986387333,13
1,2009-07-03,71.0,0.0,30.06,1.2,34,59.06790251386605,16
2,2009-07-03,71.0,0.0,30.05,1.8,2,59.06790251386605,17
1,2009-07-04,64.0,0.2,29.99,1.8,13,80.83122457253185,10
2,2009-07-04,66.0,0.12,29.98,3.4,14,75.38657818859312,6
1,2009-07-05,69.0,0.05,29.92,0.7,34,67.97421871424493,24
2,2009-07-05,72.0,0.03,29.9,0.3,36,63.61027648899768,21
1,2009-07-06,73.0,0.0,29.86,7.5,31,51.325595364126016,26
2,2009-07-06,74.0,0.0,29.84,4.2,30,49.62759761861734,22
1,2009-07-07,68.0,0.05,29.89,5.9,7,60.85718486364794,18
2,2009-07-07,71.0,0.0,29.88,5.9,7,56.9612635165424,11
1,2009-07-08,63.0,0.06,29.99,6.8,6,77.88941931232117,4
2,2009-07-08,65.0,0.17,29.98,7.0,8,70.0313463066751,6
1,2009-07-09,69.0,0.0,30.07,5.8,11,65.5704282115032,20
2,2009-07-09,72.0,0.0,30.05,6.5,10,61.37030585532472,17
1,2009-07-10,73.0,0.08,30.06,4.4,21,73.4018982652604,19
2,2009-07-10,76.0,0.12,30.04,3.6,21,68.74348058795903,17
1,2009-07-11,74.0,0.25,30.04,4.8,31,59.462710501950724,22
2,2009-07-11,77.0,1.12,30.02,5.9,29,55.754184100364554,17
1,2009-07-12,70.0,0.0,30.07,2.9,29,50.88587779810227,24
2,2009-07-12,71.0,0.0,30.05,1.9,33,47.38959457661924,22
1,2009-07-13,70.0,0.0,30.07,4.8,7,42.19772458011855,18
2,2009-07-13,72.0,0.0,30.05,5.8,7,42.51073357891207,12
1,2009-07-14,68.0,0.0,30.07,6.7,16,54.497276281177406,25
2,2009-07-14,71.0,0.0,30.06,7.5,16,45.655498759761414,21
1,2009-07-15,75.0,0.68,29.9,10.0,24,63.97388267125127,20
2,2009-07-15,77.0,0.32,29.88,10.0,25,59.85263617264551,19
1,2009-07-16,72.0,0.05,29.89,9.9,28,57.09764985646776,16
2,2009-07-16,74.0,0.17,29.88,9.6,28,55.34004418727664,17
1,2009-07-17,64.0,0.0,29.87,10.6,30,62.61662312402425,13
2,2009-07-17,64.0,0.05,29.86,10.1,29,64.97381909913064,12
1,2009-07-18,65.0,0.0,30.01,8.1,31,62.7427719811493,15
2,2009-07-18,66.0,0.0,30.0,6.6,32,60.59729912087231,15
1,2009-07-19,64.0,0.0,30.11,1.3,36,64.97381909913064,14
2,2009-07-19,67.0,0.0,30.1,1.4,4,60.72752109564434,13
1,2009-07-20,66.0,0.0,30.09,5.1,9,67.63664253243361,21
2,2009-07-20,68.0,0.0,30.08,6.2,10,65.4522014127624,17
1,2009-07-21,69.0,0.04,30.01,3.1,13,65.5704282115032,22
2,2009-07-21,73.0,0.0,29.99,4.9,14,55.200930061577466,18
1,2009-07-22,71.0,0.05,29.95,3.5,3,70.66407678830186,15
2,2009-07-22,73.0,0.0,29.93,2.8,11,61.497214552500836,13
1,2009-07-23,72.0,0.0,29.93,2.6,32,61.37030585532472,20
2,2009-07-23,71.0,0.1,29.91,1.7,1,68.19661499378506,16
1,2009-07-24,72.0,0.14,29.83,8.9,23,63.61027648899768,22
2,2009-07-24,73.0,0.19,29.82,8.7,23,63.73201712765311,21
1,2009-07-25,74.0,0.0,29.73,10.6,28,57.36879214984288,15
2,2009-07-25,74.0,0.05,29.71,10.8,27,59.462710501950724,15
1,2009-07-26,73.0,0.05,29.82,8.0,29,59.331653227294,19
2,2009-07-26,73.0,0.0,29.8,9.1,29,61.497214552500836,18
1,2009-07-27,74.0,0.02,29.86,9.3,23,63.85321833711421,20
2,2009-07-27,75.0,0.03,29.85,9.2,23,61.74940279437605,18
1,2009-07-28,75.0,0.01,29.78,6.4,28,59.593225297204334,18
2,2009-07-28,77.0,0.01,29.77,6.5,28,59.85263617264551,18
1,2009-07-29,72.0,0.0,29.84,4.2,35,47.54105029425511,19
2,2009-07-29,73.0,0.0,29.82,3.8,3,47.6920165941982,13
1,2009-07-30,69.0,0.05,29.85,4.4,23,65.5704282115032,20
2,2009-07-30,73.0,0.05,29.84,4.9,24,57.23349208270923,15
1,2009-07-31,70.0,0.0,29.94,6.2,26,56.82433111207962,23
2,2009-07-31,72.0,0.0,29.92,5.9,27,55.06127932824511,20
1,2009-08-01,68.0,0.05,29.91,11.6,22,72.91775824653783,14
2,2009-08-01,69.0,0.01,29.9,10.6,23,70.4552272678883,12
1,2009-08-02,68.0,0.0,29.93,6.8,25,54.497276281177406,21
2,2009-08-02,69.0,0.0,29.92,6.2,26,54.63909044432471,21
1,2009-08-03,76.0,0.07,29.82,12.2,21,57.63777364205565,17
2,2009-08-03,77.0,0.06,29.81,11.0,21,57.7714589924489,18
1,2009-08-04,76.0,0.0,29.87,2.5,2,59.72319979400966,18
2,2009-08-04,78.0,0.0,29.85,1.8,5,59.98153661250495,17
1,2009-08-05,70.0,0.0,30.05,2.9,6,56.82433111207962,18
2,2009-08-05,73.0,0.0,30.03,3.8,6,55.200930061577466,13
1,2009-08-06,71.0,0.0,30.09,1.4,6,49.18153603952177,22
2,2009-08-06,72.0,0.0,30.08,3.4,9,47.54105029425511,19
1,2009-08-07,69.0,0.33,30.09,7.3,15,70.4552272678883,10
2,2009-08-07,71.0,0.23,30.08,6.4,15,65.80525853476206,7
1,2009-08-08,79.0,0.02,29.92,12.9,21,73.96706755032609,21
2,2009-08-08,79.0,0.08,29.92,12.2,21,73.96706755032609,20
1,2009-08-09,84.0,0.18,29.94,11.6,23,65.03611993661221,14
2,2009-08-09,85.0,0.02,29.92,11.1,23,65.15155430304023,15
1,2009-08-10,78.0,0.0,29.95,6.9,26,64.33267984899061,15
2,2009-08-10,79.0,0.0,29.94,8.3,26,64.45122207118804,15
1,2009-08-11,72.0,0.0,30.0,6.3,2,68.30702534158651,20
2,2009-08-11,73.0,0.0,29.98,6.1,2,68.41691426823859,16
1,2009-08-12,72.0,0.0,30.09,3.7,4,55.06127932824511,23
2,2009-08-12,73.0,0.0,30.07,5.5,5,55.200930061577466,19
1,2009-08-13,73.0,0.0,30.1,1.5,14,53.23220547500601,26
2,2009-08-13,75.0,0.0,30.09,2.0,16,49.775277119899386,23
1,2009-08-14,76.0,0.0,30.1,5.4,21,55.61666948175095,25
2,2009-08-14,78.0,0.0,30.08,6.3,21,52.04812676685039,21
1,2009-08-15,78.0,0.0,30.04,8.7,19,55.89116901040809,22
2,2009-08-15,80.0,0.0,30.02,8.3,19,52.333551547067955,19
1,2009-08-16,79.0,0.63,29.99,9.5,20,66.72333408930567,18
2,2009-08-16,81.0,0.27,29.97,9.3,21,64.68673636674298,19
1,2009-08-17,77.0,0.33,30.0,4.6,22,73.78055835142726,13
2,2009-08-17,77.0,0.59,29.98,5.1,22,73.78055835142726,12
1,2009-08-18,74.0,0.0,29.99,7.5,27,59.462710501950724,18
2,2009-08-18,75.0,0.0,29.97,8.0,27,61.74940279437605,18
1,2009-08-19,71.0,0.35,29.83,5.7,16,68.19661499378506,24
2,2009-08-19,73.0,0.61,29.82,5.9,16,68.41691426823859,17
1,2009-08-20,71.0,0.07,29.66,12.1,23,70.66407678830186,14
2,2009-08-20,72.0,0.12,29.65,12.2,23,68.30702534158651,15
1,2009-08-21,66.0,0.16,29.75,7.7,27,75.38657818859312,14
2,2009-08-21,67.0,0.05,29.75,10.1,27,72.81945901439525,15
1,2009-08-22,63.0,0.0,30.0,7.8,1,67.29421903239448,11
2,2009-08-22,64.0,0.0,29.99,9.4,36,64.97381909913064,11
1,2009-08-23,65.0,0.0,30.09,2.7,2,65.0942414787659,18
2,2009-08-23,66.0,0.0,30.08,3.5,5,67.63664253243361,15
1,2009-08-24,67.0,0.0,30.13,3.8,21,67.74970265494606,25
2,2009-08-24,68.0,0.0,30.12,5.0,21,67.862227088827,22
1,2009-08-25,71.0,0.0,30.05,9.1,21,70.66407678830186,24
2,2009-08-25,72.0,0.0,30.04,8.3,21,68.30702534158651,21
1,2009-08-26,68.0,0.93,30.08,5.2,2,81.12250369204163,11
2,2009-08-26,68.0,0.54,30.07,3.9,2,87.03324063521453,8
1,2009-08-27,64.0,0.95,30.08,9.1,7,86.82611571888482,6
2,2009-08-27,65.0,1.19,30.07,10.7,8,86.87834727482601,5
1,2009-08-28,64.0,0.22,29.93,3.4,2,89.96762242449134,8
2,2009-08-28,66.0,0.28,29.92,2.6,2,83.90756465974071,10
1,2009-08-29,63.0,0.02,29.89,11.4,31,64.85284088269587,13
2,2009-08-29,63.0,0.01,29.88,10.4,31,67.29421903239448,13
1,2009-08-30,59.0,0.0,30.14,8.2,1,64.36331357961544,15
2,2009-08-30,59.0,0.05,30.13,9.4,1,64.36331357961544,15
1,2009-08-31,59.0,0.0,30.27,4.8,3,57.43867004398214,19
2,2009-08-31,58.0,0.0,30.26,5.3,4,59.53513888738432,18
1,2009-09-01,60.0,0.0,30.31,3.3,4,62.10637420415283,25
2,2009-09-01,61.0,0.0,30.3,3.2,6,64.60920574472077,21
1,2009-09-02,62.0,0.0,30.25,4.1,6,64.73130403319603,23
2,2009-09-02,63.0,0.0,30.23,3.2,8,64.85284088269587,19
1,2009-09-03,66.0,0.0,30.16,4.7,5,65.21411080812129,19
2,2009-09-03,66.0,0.0,30.14,5.2,6,67.63664253243361,18
1,2009-09-04,65.0,0.0,30.15,3.6,4,67.52304382783947,21
2,2009-09-04,67.0,0.0,30.14,3.8,4,65.33342986387333,17
1,2009-09-05,66.0,0.0,30.21,4.3,4,72.7206624324189,24
2,2009-09-05,68.0,0.0,30.19,5.2,6,67.862227088827,21
1,2009-09-06,69.0,0.03,30.19,4.2,5,70.4552272678883,16
2,2009-09-06,72.0,0.05,30.17,6.3,8,63.61027648899768,11
1,2009-09-07,68.0,0.0,29.26,5.8,3,72.91775824653783,18
2,2009-09-07,70.0,0.0,30.09,6.3,4,68.08568039805756,14
1,2009-09-08,69.0,0.0,30.07,6.6,3,73.01556312174712,18
2,2009-09-08,70.0,0.0,30.05,6.9,4,75.74671784055894,16
1,2009-09-09,72.0,0.0,30.14,6.1,6,73.30604125769314,13
2,2009-09-09,73.0,0.0,30.12,6.8,7,70.87089690607739,9
1,2009-09-10,73.0,0.0,30.2,6.0,6,68.41691426823859,17
2,2009-09-10,73.0,0.0,30.17,6.6,7,68.41691426823859,15
1,2009-09-11,71.0,0.0,30.17,5.1,7,65.80525853476206,19
2,2009-09-11,71.0,0.0,30.15,6.4,8,65.80525853476206,14
1,2009-09-12,69.0,0.0,30.14,3.7,3,73.01556312174712,21
2,2009-09-12,70.0,0.0,30.12,3.2,6,73.11287661442077,17
1,2009-09-13,69.0,0.0,30.12,1.5,7,58.80195570405912,22
2,2009-09-13,68.0,0.01,30.11,2.5,7,63.1178683132514,22
1,2009-09-14,71.0,0.0,30.07,0.1,33,56.9612635165424,26
2,2009-09-14,72.0,0.0,30.05,1.1,13,57.09764985646776,25
1,2009-09-15,73.0,0.0,30.07,6.2,2,61.497214552500836,18
2,2009-09-15,73.0,0.0,30.05,5.8,2,59.331653227294,20
1,2009-09-16,65.0,0.0,30.2,11.0,5,67.52304382783947,12
2,2009-09-16,67.0,0.0,30.18,12.5,6,62.99339197054547,10
1,2009-09-17,61.0,0.0,30.18,3.4,5,72.21911321893865,22
2,2009-09-17,63.0,0.0,30.17,4.5,8,64.85284088269587,17
1,2009-09-18,65.0,0.0,30.18,5.1,2,70.0313463066751,29
2,2009-09-18,66.0,0.0,30.17,5.3,3,67.63664253243361,27
1,2009-09-19,66.0,0.0,30.21,3.2,10,67.63664253243361,21
2,2009-09-19,67.0,0.0,30.2,4.4,10,65.33342986387333,17
1,2009-09-20,64.0,0.75,30.04,6.4,7,75.20368187494536,19
2,2009-09-20,63.0,0.44,30.02,5.9,8,77.88941931232117,17
1,2009-09-21,64.0,0.05,29.98,3.5,23,83.78150430151231,7
2,2009-09-21,66.0,0.05,29.97,3.6,23,80.97766421415629,6
1,2009-09-22,68.0,0.0,29.98,5.2,17,90.12802358082791,18
2,2009-09-22,70.0,0.04,29.97,5.2,18,84.15546440258545,13
1,2009-09-23,69.0,0.0,30.12,0.6,32,78.38288740087917,14
2,2009-09-23,69.0,0.0,30.11,0.8,31,81.19433025594996,14
1,2009-09-24,69.0,0.0,30.16,4.3,6,81.19433025594996,9
2,2009-09-24,68.0,0.0,30.15,4.1,7,81.12250369204163,7
1,2009-09-25,65.0,0.16,30.12,5.4,11,75.29536806936338,10
2,2009-09-25,65.0,0.02,30.11,5.4,11,75.29536806936338,10
1,2009-09-26,62.0,0.0,29.91,4.0,27,80.6831624196819,14
2,2009-09-26,61.0,0.05,29.9,3.9,26,83.58971799889771,10
1,2009-09-27,62.0,0.08,29.59,8.2,22,72.32044209638802,24
2,2009-09-27,64.0,0.48,29.59,7.6,23,67.40890363446431,21
1,2009-09-28,56.0,0.01,29.61,20.3,29,59.26384797924735,13
2,2009-09-28,57.0,0.05,29.61,19.8,28,57.15918089979204,13
1,2009-09-29,54.0,0.0,29.96,9.0,33,63.738559762892656,12
2,2009-09-29,53.0,0.05,29.96,8.4,33,66.11677879059542,10
1,2009-09-30,55.0,0.0,30.11,5.7,3,56.877374043567855,15
2,2009-09-30,55.0,0.0,30.1,4.8,3,61.455645098499886,12
1,2009-10-01,50.0,0.89,29.9,9.1,13,86.06188572885691,18
2,2009-10-01,52.0,0.59,29.9,8.8,13,79.91770621011757,15
1,2009-10-02,52.0,0.21,29.55,10.5,21,79.91770621011757,9
2,2009-10-02,52.0,0.17,29.56,10.0,22,79.91770621011757,8
1,2009-10-03,52.0,0.11,29.7,6.9,26,82.99427843856402,10
2,2009-10-03,53.0,0.03,29.71,9.4,26,79.99618659831047,11
1,2009-10-04,53.0,0.05,29.98,9.0,28,68.70851465832256,15
2,2009-10-04,53.0,0.0,29.99,8.9,27,66.11677879059542,16
1,2009-10-05,53.0,0.0,30.03,1.8,8,66.11677879059542,19
2,2009-10-05,52.0,0.0,30.04,2.9,9,68.594699094363,19
1,2009-10-06,55.0,0.03,29.65,8.8,24,74.35657548274922,12
2,2009-10-06,56.0,0.05,29.66,9.5,24,69.0466006005962,13
1,2009-10-07,53.0,0.0,29.95,9.2,26,58.85251990010381,15
2,2009-10-07,53.0,0.0,29.96,8.5,26,58.85251990010381,15
1,2009-10-08,49.0,0.12,29.92,3.3,21,89.33070460253964,8
2,2009-10-08,51.0,0.14,29.93,4.8,20,82.92619957848554,7
1,2009-10-09,46.0,0.46,29.93,9.4,34,89.19621351709242,13
2,2009-10-09,46.0,0.43,29.92,9.3,35,92.67682013704123,12
1,2009-10-10,40.0,0.0,30.21,7.4,28,67.18387431308608,17
2,2009-10-10,41.0,0.0,30.21,7.8,29,64.62734861628834,15
1,2009-10-11,37.0,0.0,30.35,1.5,33,54.234009752728255,15
2,2009-10-11,37.0,0.0,30.36,1.1,1,56.56719565475545,16
1,2009-10-12,45.0,0.02,30.18,0.6,19,70.5255455844803,7
2,2009-10-12,46.0,0.05,30.2,0.6,24,62.70842255443885,7
1,2009-10-13,41.0,0.0,30.35,8.5,1,70.07996777475549,13
2,2009-10-13,42.0,0.0,30.35,8.5,2,67.42490679537181,12
1,2009-10-14,45.0,0.03,30.17,11.0,9,70.5255455844803,6
2,2009-10-14,45.0,0.03,30.17,10.7,10,70.5255455844803,6
1,2009-10-15,43.0,0.29,30.0,8.2,6,82.36713101509491,3
2,2009-10-15,43.0,0.33,30.0,9.4,7,82.36713101509491,3
1,2009-10-16,42.0,0.04,30.13,8.2,35,79.10812018396321,6
2,2009-10-16,43.0,0.08,30.13,7.1,35,76.1241035227267,6
1,2009-10-17,44.0,0.05,30.3,8.0,34,65.00779541816594,16
2,2009-10-17,46.0,0.01,30.3,6.9,35,62.70842255443885,13
1,2009-10-18,42.0,0.0,30.25,6.1,21,70.19222632969048,22
2,2009-10-18,43.0,0.0,30.26,5.8,21,67.54452376300075,20
1,2009-10-19,55.0,0.0,30.0,11.4,21,59.1273266011467,21
2,2009-10-19,55.0,0.0,30.01,10.7,21,56.877374043567855,23
1,2009-10-20,55.0,0.03,30.03,4.0,19,77.2062220448719,14
2,2009-10-20,58.0,0.05,30.03,6.4,19,66.71252677474104,13
1,2009-10-21,62.0,0.05,29.99,11.4,21,69.70793275945569,14
2,2009-10-21,63.0,0.01,29.99,11.1,21,62.489911541258955,15
1,2009-10-22,53.0,1.03,29.94,8.4,5,83.0619660084406,10
2,2009-10-22,54.0,0.84,29.93,8.7,6,83.12926514616422,9
1,2009-10-23,52.0,0.89,29.48,6.2,18,89.46275143098508,19
2,2009-10-23,53.0,1.29,29.48,6.6,19,89.50623386251254,18
1,2009-10-24,44.0,0.04,29.73,8.3,26,76.21702091519931,12
2,2009-10-24,44.0,0.05,29.74,9.6,26,76.21702091519931,10
1,2009-10-25,53.0,0.27,29.96,5.5,19,74.16283049491102,18
2,2009-10-25,54.0,0.24,29.97,6.3,19,66.23707095046817,19
1,2009-10-26,52.0,0.11,30.02,4.9,21,86.17495692856757,6
2,2009-10-26,53.0,0.13,30.02,5.2,21,79.99618659831047,5
1,2009-10-27,48.0,0.06,29.94,4.4,5,89.2861487138105,6
2,2009-10-27,50.0,0.16,29.94,5.5,5,86.06188572885691,4
1,2009-10-28,54.0,0.0,29.99,3.1,14,83.12926514616422,7
2,2009-10-28,54.0,0.0,29.99,1.8,13,83.12926514616422,8
1,2009-10-29,54.0,0.6,29.98,12.5,14,86.28669666842103,13
2,2009-10-29,54.0,1.05,29.99,11.1,14,86.28669666842103,12
1,2009-10-30,57.0,0.81,29.55,15.6,20,86.4518537432475,21
2,2009-10-30,58.0,1.15,29.56,15.7,21,86.50626195683859,21
1,2009-10-31,41.0,0.05,29.86,11.1,26,67.30469143939395,11
2,2009-10-31,42.0,0.01,29.87,13.4,26,64.75477502755214,10
1,2010-05-01,64.0,0.11,29.6,9.1,21,67.40890363446431,12
2,2010-05-01,66.0,0.01,29.59,7.4,22,65.21411080812129,10
1,2010-05-02,61.0,0.93,29.61,4.4,25,72.21911321893865,16
2,2010-05-02,61.0,0.31,29.6,2.8,26,72.21911321893865,14
1,2010-05-03,61.0,0.0,29.77,8.8,25,55.56704689274591,22
2,2010-05-03,62.0,0.0,29.77,8.9,25,53.63488688511451,20
1,2010-05-04,65.0,0.0,29.77,13.9,21,46.4705525525435,29
2,2010-05-04,67.0,0.0,29.78,12.1,21,41.72497773363671,27
1,2010-05-05,64.0,0.05,29.77,10.2,27,36.67790311391222,16
2,2010-05-05,65.0,0.05,29.77,9.7,27,35.41847075838077,16
1,2010-05-06,55.0,0.01,29.99,5.7,3,54.703505559282405,17
2,2010-05-06,54.0,0.05,29.99,5.9,6,56.735596099294085,12
1,2010-05-07,52.0,0.72,29.73,2.6,34,79.91770621011757,14
2,2010-05-07,53.0,0.74,29.73,3.7,31,77.03075270695896,13
1,2010-05-08,46.0,0.02,30.05,14.5,30,65.25839380589083,8
2,2010-05-08,46.0,0.08,30.06,13.6,29,65.25839380589083,8
1,2010-05-09,48.0,0.0,30.31,2.5,35,47.51626384056043,20
2,2010-05-09,47.0,0.0,30.32,1.8,6,49.337280435516185,19
1,2010-05-10,50.0,0.05,30.24,13.5,11,47.833284357689706,17
2,2010-05-10,51.0,0.05,30.25,12.5,12,42.48856977893585,15
1,2010-05-11,48.0,0.97,29.9,5.6,9,92.73889893134873,8
2,2010-05-11,52.0,0.72,29.89,3.0,12,79.91770621011757,15
1,2010-05-12,48.0,0.12,30.1,8.9,6,89.2861487138105,7
2,2010-05-12,50.0,0.14,30.09,8.3,6,82.85772654542698,7
1,2010-05-13,61.0,1.49,29.93,4.8,25,74.92573641260748,25
2,2010-05-13,64.0,0.97,29.93,5.9,25,69.92407087163488,29
1,2010-05-14,57.0,0.0,30.17,10.9,26,61.71767765280599,19
2,2010-05-14,58.0,0.0,30.17,11.9,26,57.29921410894902,18
