station,date,tmax,tmin,tavg,dewpoint,preciptotal,stnpressure,sealevel,avgspeed,raining,misty,humidity,trange
2,2011-05-19,73,50,62.0,53,0.0,29.36,30.0,5.0,0,1,72.32044209638802,23
1,2011-05-20,73,50,62.0,54,0.0,29.3,30.03,6.0,0,1,75.0188691101976,23
2,2011-05-20,72,50,61.0,53,0.0,29.36,30.03,6.2,0,1,74.92573641260748,22
1,2011-05-21,75,50,63.0,59,0.01,29.13,29.87,8.1,0,1,86.77358018200452,25
2,2011-05-21,76,51,64.0,59,0.0,29.2,29.87,9.0,0,1,83.78150430151231,25
1,2011-05-22,87,61,74.0,60,0.58,28.95,29.7,11.4,1,1,61.62357940507553,26
2,2011-05-22,88,65,77.0,59,0.12,29.02,29.69,11.6,0,0,53.79912917163951,23
1,2011-05-23,79,60,70.0,59,0.0,28.92,29.62,11.3,0,0,68.08568039805756,19
2,2011-05-23,80,65,73.0,59,0.0,28.98,29.61,12.5,0,0,61.497214552500836,15
1,2011-05-24,66,47,57.0,47,0.11,29.15,29.86,12.4,0,0,69.15818623814671,19
2,2011-05-24,69,48,59.0,47,0.01,29.21,29.84,11.5,0,0,64.36331357961544,21
1,2011-05-25,67,47,57.0,52,2.24,28.92,29.67,11.7,1,1,83.3288601808143,20
2,2011-05-25,75,49,62.0,53,1.9,28.97,29.65,10.1,1,1,72.32044209638802,26
1,2011-05-26,49,43,46.0,40,1.06,29.15,29.84,17.8,1,1,79.4374510967032,6
2,2011-05-26,50,43,47.0,40,0.61,29.19,29.83,18.9,1,1,76.49272935755823,7
1,2011-05-27,58,40,49.0,41,0.0,29.21,29.93,8.7,1,0,73.76914770505039,18
2,2011-05-27,58,42,50.0,41,0.01,29.27,29.94,8.0,1,0,71.06976250052685,16
1,2011-05-28,62,51,57.0,55,0.12,29.1,29.83,6.7,1,1,93.00883719986737,11
2,2011-05-28,64,52,58.0,55,0.23,29.16,29.83,5.8,1,1,89.71974077829657,12
1,2011-05-29,70,52,61.0,59,1.88,29.16,29.86,5.7,1,1,93.12406179437392,18
2,2011-05-29,72,57,65.0,60,0.92,29.23,29.86,6.6,1,1,83.84471247176181,15
1,2011-05-30,88,56,72.0,65,0.0,29.26,29.97,12.8,0,0,78.62376240366078,32
2,2011-05-30,90,65,78.0,65,0.0,29.33,29.96,11.6,0,0,64.33267984899061,25
1,2011-05-31,85,69,77.0,64,0.08,29.34,30.04,13.2,1,0,64.21361089200255,16
2,2011-05-31,88,69,79.0,65,0.0,29.41,30.02,13.2,1,0,62.247329201951004,19
1,2011-06-01,81,59,70.0,49,0.0,29.44,30.17,10.5,0,0,47.23764887769495,22
2,2011-06-01,82,63,73.0,49,0.0,29.51,30.15,11.5,0,0,42.66659025809169,19
1,2011-06-02,69,56,63.0,44,0.02,29.45,30.19,9.4,1,0,49.84159040609186,13
2,2011-06-02,69,57,63.0,45,0.0,29.51,30.18,9.6,1,0,51.77772002333556,12
1,2011-06-03,87,55,71.0,62,0.01,29.31,30.04,11.5,0,0,73.20970168052929,32
2,2011-06-03,88,57,73.0,61,0.18,29.37,30.03,10.6,1,0,66.03794268369873,31
1,2011-06-04,92,64,78.0,64,0.18,29.31,30.02,8.5,0,0,62.123647934918836,28
2,2011-06-04,91,67,79.0,64,0.5,29.38,30.0,8.1,0,0,60.109903291890774,24
1,2011-06-05,85,60,73.0,55,0.0,29.36,30.08,5.4,0,0,53.23220547500601,25
2,2011-06-05,84,63,74.0,55,0.01,29.41,30.06,5.0,0,0,51.47113160447879,21
1,2011-06-06,93,60,77.0,64,0.0,29.15,29.89,9.7,0,0,64.21361089200255,33
2,2011-06-06,94,62,78.0,63,0.0,29.22,29.88,8.6,0,0,59.98153661250495,32
1,2011-06-07,96,75,86.0,65,0.0,29.11,29.82,10.6,0,0,49.610336285416835,21
2,2011-06-07,96,77,87.0,64,0.0,29.18,29.8,10.1,0,0,46.40314613193839,19
1,2011-06-08,95,66,81.0,64,0.17,29.13,29.81,13.4,0,0,56.298962921134255,29
2,2011-06-08,96,67,82.0,63,0.69,29.2,29.8,12.1,0,1,52.61694111508524,29
1,2011-06-09,69,50,60.0,52,0.93,29.28,30.0,12.5,1,1,74.8321153850704,19
2,2011-06-09,69,52,61.0,54,2.17,29.34,29.98,12.0,0,1,77.72137240852535,17
1,2011-06-10,69,51,60.0,56,0.52,29.21,29.94,8.0,1,1,86.6141266971228,18
2,2011-06-10,71,51,61.0,56,0.44,29.26,29.92,7.5,1,1,83.58971799889771,20
1,2011-06-11,62,52,57.0,54,0.03,29.24,29.95,5.7,1,1,89.67755329336606,10
2,2011-06-11,65,53,59.0,54,0.1,29.29,29.94,5.8,1,1,83.460032682145,12
1,2011-06-12,64,50,57.0,45,0.0,29.38,30.1,8.9,0,1,64.11514175131302,14
2,2011-06-12,64,51,58.0,45,0.0,29.44,30.09,9.9,0,0,61.847820820834286,13
1,2011-06-13,72,54,63.0,43,0.0,29.39,30.11,7.8,0,0,47.96972029596404,18
2,2011-06-13,71,56,64.0,43,0.0,29.44,30.11,8.7,0,0,46.31565643470044,15
1,2011-06-14,77,53,65.0,49,0.0,29.25,30.01,8.6,0,0,56.13141013840536,24
2,2011-06-14,77,58,68.0,49,0.0,29.31,30.0,8.3,0,0,50.59013056579321,19
1,2011-06-15,71,57,64.0,59,0.8,29.0,29.73,11.2,1,1,83.78150430151231,14
2,2011-06-15,72,57,65.0,59,0.84,29.07,29.73,11.2,1,1,80.90464580213975,15
1,2011-06-16,81,61,71.0,59,0.04,29.05,29.76,7.5,1,1,65.80525853476206,20
2,2011-06-16,81,62,72.0,59,0.03,29.12,29.75,9.1,1,1,63.61027648899768,19
1,2011-06-17,82,60,71.0,60,0.0,29.13,29.83,6.6,0,0,68.19661499378506,22
2,2011-06-17,82,64,73.0,60,0.0,29.18,29.81,6.2,0,0,63.73201712765311,18
1,2011-06-18,84,61,73.0,62,0.0,29.1,29.82,6.4,0,0,68.41691426823859,23
2,2011-06-18,83,63,73.0,62,0.0,29.16,29.8,6.4,0,0,68.41691426823859,20
1,2011-06-19,81,63,72.0,65,0.0,29.03,29.75,5.2,0,0,78.62376240366078,18
2,2011-06-19,83,65,74.0,65,0.0,29.08,29.73,4.9,0,1,73.49727560438572,18
1,2011-06-20,79,65,72.0,67,0.18,29.01,29.72,8.1,1,1,84.27734383908673,14
2,2011-06-20,80,69,75.0,67,1.23,29.07,29.7,9.5,0,1,76.18653608667044,11
1,2011-06-21,89,66,78.0,70,0.45,28.92,29.64,12.1,1,1,76.44504169240159,23
2,2011-06-21,89,69,79.0,70,0.08,28.98,29.63,11.8,1,1,73.96706755032609,20
1,2011-06-22,73,64,69.0,63,0.02,28.89,29.59,13.4,1,0,81.19433025594996,9
2,2011-06-22,75,66,71.0,62,0.02,28.95,29.59,13.4,0,0,73.20970168052929,9
1,2011-06-23,71,62,67.0,59,0.01,28.9,29.6,12.7,1,1,75.47731524435642,9
2,2011-06-23,72,63,68.0,60,0.05,28.96,29.6,13.5,1,1,75.56758222782685,9
1,2011-06-24,68,60,64.0,56,0.0,29.08,29.76,9.6,0,0,75.20368187494536,8
2,2011-06-24,68,60,64.0,55,0.0,29.13,29.76,8.7,0,0,72.52156515439835,8
1,2011-06-25,79,58,69.0,53,0.0,29.21,29.92,4.6,0,0,56.686850696229826,21
2,2011-06-25,78,61,70.0,52,0.0,29.28,29.91,5.8,1,0,52.80147113979146,17
1,2011-06-26,81,57,69.0,53,0.0,29.23,29.94,6.9,0,0,56.686850696229826,24
2,2011-06-26,80,64,72.0,53,0.0,29.28,29.93,7.0,0,0,51.17954175873011,16
1,2011-06-27,81,65,73.0,63,0.03,29.08,29.8,10.8,1,1,70.87089690607739,16
2,2011-06-27,80,67,74.0,64,0.14,29.15,29.79,9.2,1,1,70.97355316986994,13
1,2011-06-28,81,63,72.0,54,0.0,29.28,29.98,9.6,0,0,53.08915754692025,18
2,2011-06-28,81,65,73.0,53,0.0,29.34,29.97,8.6,0,0,49.47941486749692,16
1,2011-06-29,81,59,70.0,56,0.0,29.35,30.06,5.4,0,0,61.11484738287635,22
2,2011-06-29,80,63,72.0,55,0.0,29.41,30.04,5.9,0,0,55.06127932824511,17
1,2011-06-30,88,60,74.0,62,0.0,29.28,30.0,9.4,0,0,66.15348672574332,28
2,2011-06-30,89,66,78.0,61,0.03,29.34,29.99,10.6,1,0,55.89116901040809,23
1,2011-07-01,89,72,81.0,62,0.0,29.24,29.96,14.9,0,0,52.47550009737232,17
2,2011-07-01,89,70,80.0,63,0.01,29.31,29.95,10.8,1,0,56.1635566720445,19
1,2011-07-02,94,71,83.0,70,0.0,29.25,29.95,8.3,0,1,64.92017381006355,23
2,2011-07-02,93,73,83.0,71,0.0,29.31,29.94,7.5,0,1,67.16992386077122,20
1,2011-07-03,84,69,77.0,57,0.0,29.28,29.98,5.9,0,0,50.06913005585009,15
2,2011-07-03,86,70,78.0,58,0.0,29.33,29.96,6.1,0,0,50.21530537492329,16
1,2011-07-04,89,65,77.0,55,0.0,29.26,29.97,4.3,0,0,46.56871566103546,24
2,2011-07-04,88,68,78.0,53,0.0,29.32,29.95,4.5,0,1,41.87686997066332,20
1,2011-07-05,91,68,80.0,60,0.0,29.25,29.96,6.2,0,0,50.506158550756396,23
2,2011-07-05,92,67,80.0,59,0.0,29.31,29.94,5.6,0,0,48.73512888188209,25
1,2011-07-06,86,70,78.0,61,0.0,29.27,29.97,7.5,0,0,55.89116901040809,16
2,2011-07-06,87,71,79.0,60,0.0,29.33,29.95,7.3,0,0,52.19109419072684,16
1,2011-07-07,82,63,73.0,53,0.0,29.22,29.95,6.2,1,0,49.47941486749692,19
2,2011-07-07,81,66,74.0,55,0.07,29.28,29.93,7.1,1,0,51.47113160447879,15
1,2011-07-08,86,61,74.0,51,0.0,29.17,29.88,6.0,0,0,44.44124230610644,25
2,2011-07-08,86,65,76.0,52,0.0,29.22,29.86,6.5,0,0,43.13156527720877,21
1,2011-07-09,91,61,76.0,58,0.0,29.21,29.92,5.9,0,0,53.65818551881196,30
2,2011-07-09,90,67,79.0,60,0.0,29.27,29.9,6.5,0,0,52.19109419072684,23
1,2011-07-10,91,74,83.0,68,0.0,29.18,29.89,9.7,0,1,60.6180759215565,17
2,2011-07-10,91,75,83.0,67,0.0,29.23,29.87,8.1,0,1,58.56241959730853,16
1,2011-07-11,88,71,80.0,71,0.39,29.12,29.82,8.5,0,1,74.05962679431985,17
2,2011-07-11,90,70,80.0,70,0.13,29.18,29.81,8.0,0,1,71.5791170727178,20
1,2011-07-12,87,70,79.0,63,0.01,29.25,29.94,7.7,1,0,58.03722873540538,17
2,2011-07-12,88,71,80.0,64,0.01,29.31,29.92,7.0,1,0,58.16931706847186,17
1,2011-07-13,74,63,69.0,57,0.0,29.35,30.06,10.9,0,0,65.5704282115032,11
2,2011-07-13,74,66,70.0,57,0.0,29.4,30.04,12.2,0,0,63.365166672408776,8
1,2011-07-14,82,59,71.0,56,0.0,29.3,30.02,8.0,0,0,59.06790251386605,23
2,2011-07-14,82,65,74.0,56,0.0,29.35,30.0,8.7,0,0,53.3747251412142,17
1,2011-07-15,87,70,79.0,60,0.0,29.27,29.98,6.7,0,0,52.19109419072684,17
2,2011-07-15,86,71,79.0,60,0.0,29.33,29.96,6.8,0,0,52.19109419072684,15
1,2011-07-16,89,71,80.0,61,0.0,29.32,30.02,4.3,1,0,52.333551547067955,18
2,2011-07-16,90,74,82.0,60,0.0,29.38,30.0,2.7,0,0,47.31679629785755,16
1,2011-07-17,95,69,82.0,69,0.0,29.35,30.06,6.4,0,0,64.80371344799588,26
2,2011-07-17,95,74,85.0,69,0.0,29.41,30.04,7.2,0,0,58.82187232391776,21
1,2011-07-18,92,80,86.0,75,0.01,29.23,29.96,10.8,1,1,69.7992827327861,12
2,2011-07-18,93,81,87.0,74,0.0,29.29,29.94,11.7,0,1,65.38089761530735,12
1,2011-07-19,93,78,86.0,72,0.0,29.17,29.89,6.2,0,0,63.09840024026495,15
2,2011-07-19,92,79,86.0,73,0.0,29.23,29.86,6.6,0,1,65.26647937639754,13
1,2011-07-20,99,73,86.0,73,0.02,29.08,29.8,10.7,0,1,65.26647937639754,26
2,2011-07-20,100,77,89.0,73,0.0,29.15,29.78,9.9,1,0,59.33457151932831,23
1,2011-07-21,99,75,87.0,70,0.02,29.1,29.8,8.8,1,0,57.10048521990853,24
2,2011-07-21,101,82,92.0,72,0.0,29.16,29.77,10.0,0,0,52.20978192408959,19
1,2011-07-22,88,70,79.0,70,1.55,29.18,29.88,9.0,1,1,73.96706755032609,18
2,2011-07-22,100,71,85.5,70,0.14,29.23,29.86,8.2,1,1,59.9012654308121,29
1,2011-07-23,87,70,79.0,70,6.86,29.23,29.95,5.3,1,1,73.96706755032609,17
2,2011-07-23,87,70,79.0,70,0.04,29.28,29.93,4.9,1,1,73.96706755032609,17
1,2011-07-24,87,72,80.0,70,0.18,29.26,29.97,6.4,1,1,71.5791170727178,15
2,2011-07-24,87,72,80.0,69,0.02,29.32,29.95,5.7,1,0,69.17177159414872,15
1,2011-07-25,88,73,81.0,66,0.0,29.2,29.91,6.5,0,0,60.365044075809024,15
2,2011-07-25,90,73,82.0,67,0.01,29.25,29.89,6.1,0,0,60.49182252972426,17
1,2011-07-26,83,71,77.0,63,0.0,29.18,29.88,8.5,0,0,61.99943468829765,12
2,2011-07-26,85,72,79.0,62,0.01,29.23,29.86,8.0,0,0,56.02762595228115,13
1,2011-07-27,90,68,79.0,66,0.71,29.13,29.85,9.5,1,0,64.45122207118804,22
2,2011-07-27,92,72,82.0,66,0.0,29.21,29.84,9.9,1,1,58.43191052377349,20
1,2011-07-28,87,73,80.0,71,0.7,29.2,29.89,6.8,1,1,74.05962679431985,14
2,2011-07-28,88,74,81.0,71,0.0,29.26,29.87,6.8,1,0,71.67834165799995,14
1,2011-07-29,86,71,79.0,67,0.7,29.28,29.98,5.9,0,1,66.72333408930567,15
2,2011-07-29,86,74,80.0,69,0.36,29.34,29.96,5.6,0,1,69.17177159414872,12
1,2011-07-30,91,67,79.0,64,0.0,29.35,30.05,3.4,0,0,60.109903291890774,24
2,2011-07-30,91,68,80.0,65,0.0,29.41,30.03,3.4,0,0,60.23773838781599,23
1,2011-07-31,90,68,79.0,69,0.0,29.35,30.06,5.0,0,0,71.47941063428179,22
2,2011-07-31,91,73,82.0,69,0.0,29.41,30.04,5.0,0,0,64.80371344799588,18
1,2011-08-01,91,74,83.0,72,0.0,29.28,29.99,4.9,0,0,69.48773766425711,17
2,2011-08-01,91,76,84.0,71,0.0,29.33,29.97,5.9,0,1,65.03611993661221,15
1,2011-08-02,93,74,84.0,73,0.43,29.04,29.77,9.1,0,0,69.59207368445797,19
2,2011-08-02,93,74,84.0,73,0.28,29.1,29.75,8.5,1,1,69.59207368445797,19
1,2011-08-03,86,72,79.0,67,0.0,29.11,29.81,8.0,0,0,66.72333408930567,14
2,2011-08-03,87,73,80.0,66,0.0,29.16,29.78,10.3,0,1,62.370480849121655,14
1,2011-08-04,84,69,77.0,66,0.0,29.25,29.94,6.0,0,0,68.85131182953751,15
2,2011-08-04,82,69,76.0,67,0.0,29.3,29.92,6.7,0,0,73.68660279143874,13
1,2011-08-05,83,69,76.0,68,0.0,29.21,29.93,5.5,1,0,76.27314774778017,14
2,2011-08-05,84,70,77.0,68,0.0,29.26,29.91,6.0,0,0,73.78055835142726,14
1,2011-08-06,85,72,79.0,70,0.18,29.1,29.82,4.0,1,1,73.96706755032609,13
2,2011-08-06,85,73,79.0,70,0.69,29.15,29.8,3.7,1,1,73.96706755032609,12
1,2011-08-07,86,68,77.0,69,0.75,29.03,29.75,6.4,0,1,76.35931535226167,18
2,2011-08-07,87,70,79.0,69,0.49,29.09,29.73,5.6,1,1,71.47941063428179,17
1,2011-08-08,80,68,74.0,67,0.63,29.0,29.72,6.2,1,1,78.7822278911767,12
2,2011-08-08,80,69,75.0,67,0.29,29.06,29.7,5.8,1,1,76.18653608667044,11
1,2011-08-09,80,64,72.0,61,0.0,28.97,29.67,11.1,0,1,68.30702534158651,16
2,2011-08-09,82,66,74.0,61,0.01,29.03,29.66,11.6,0,1,63.85321833711421,16
1,2011-08-10,77,61,69.0,54,0.0,29.14,29.84,8.7,0,0,58.80195570405912,16
2,2011-08-10,78,62,70.0,54,0.0,29.2,29.82,8.0,0,0,56.82433111207962,16
1,2011-08-11,81,57,69.0,54,0.0,29.25,29.95,3.0,0,0,58.80195570405912,24
2,2011-08-11,81,60,71.0,54,0.0,29.31,29.93,4.2,0,0,54.92109027968242,21
1,2011-08-12,81,60,71.0,59,0.0,29.22,29.94,8.5,0,0,65.80525853476206,21
2,2011-08-12,82,65,74.0,57,0.0,29.28,29.93,8.4,0,0,55.34004418727664,17
1,2011-08-13,83,62,73.0,64,0.75,29.15,29.86,6.7,1,0,73.4018982652604,21
2,2011-08-13,84,66,75.0,63,0.93,29.2,29.84,7.8,1,1,66.2685023428559,18
1,2011-08-14,75,62,69.0,60,0.0,29.24,29.95,11.7,1,0,73.01556312174712,13
2,2011-08-14,75,62,69.0,60,0.01,29.29,29.93,12.6,1,0,73.01556312174712,13
1,2011-08-15,82,57,70.0,55,0.0,29.28,29.98,4.9,0,0,58.9352047117653,25
2,2011-08-15,80,59,70.0,55,0.0,29.33,29.96,5.2,0,0,58.9352047117653,21
1,2011-08-16,85,61,73.0,58,0.0,29.32,30.03,3.9,0,0,59.331653227294,24
2,2011-08-16,83,63,73.0,56,0.0,29.38,30.01,3.0,0,0,55.200930061577466,20
1,2011-08-17,83,62,73.0,63,0.0,29.31,30.02,6.0,0,0,70.87089690607739,21
2,2011-08-17,83,65,74.0,61,0.0,29.36,30.01,6.2,0,0,63.85321833711421,18
1,2011-08-18,84,67,76.0,60,0.0,29.23,29.96,5.2,0,0,57.63777364205565,17
2,2011-08-18,85,71,78.0,62,0.0,29.28,29.94,5.2,0,1,57.904610033841074,14
1,2011-08-19,87,64,76.0,63,0.0,29.18,29.89,5.2,0,0,64.09401267655079,23
2,2011-08-19,86,67,77.0,62,0.0,29.23,29.87,5.8,0,0,59.85263617264551,19
1,2011-08-20,80,66,73.0,67,1.11,29.22,29.92,3.4,1,1,81.4777451389265,14
2,2011-08-20,79,68,74.0,67,0.39,29.28,29.9,4.9,1,1,78.7822278911767,11
1,2011-08-21,80,64,72.0,58,0.0,29.26,29.97,8.5,1,0,61.37030585532472,16
2,2011-08-21,81,66,74.0,58,0.01,29.32,29.95,7.6,1,1,57.36879214984288,15
1,2011-08-22,82,59,71.0,59,0.0,29.3,30.02,4.1,0,0,65.80525853476206,23
2,2011-08-22,82,61,72.0,59,0.0,29.36,30.01,3.5,0,0,63.61027648899768,21
1,2011-08-23,73,62,68.0,63,0.65,29.1,29.86,9.8,0,1,84.03221129472287,11
2,2011-08-23,74,66,70.0,62,0.4,29.18,29.86,9.5,1,1,75.74671784055894,8
1,2011-08-24,92,69,81.0,65,0.0,28.99,29.7,10.7,0,1,58.300877006286115,23
2,2011-08-24,91,70,81.0,65,0.0,29.05,29.68,11.0,0,0,58.300877006286115,21
1,2011-08-25,83,64,74.0,59,0.0,29.26,29.95,7.3,0,0,59.462710501950724,19
2,2011-08-25,80,65,73.0,59,0.0,29.33,29.93,7.0,0,0,61.497214552500836,15
1,2011-08-26,83,59,71.0,58,0.0,29.26,29.98,3.3,0,0,63.48799386001066,24
2,2011-08-26,83,61,72.0,58,0.0,29.32,29.97,3.4,0,0,61.37030585532472,22
1,2011-08-27,81,64,73.0,62,0.0,29.21,29.93,9.2,0,0,68.41691426823859,17
2,2011-08-27,83,67,75.0,61,0.0,29.26,29.91,9.3,0,0,61.74940279437605,16
1,2011-08-28,77,61,69.0,57,0.0,29.22,29.93,7.9,0,0,65.5704282115032,16
2,2011-08-28,77,61,69.0,55,0.0,29.26,29.91,9.2,0,0,60.98629282649291,16
1,2011-08-29,79,59,69.0,56,0.0,29.31,30.01,3.5,0,0,63.24179235088773,20
2,2011-08-29,78,61,70.0,57,0.0,29.36,30.0,4.2,0,0,63.365166672408776,17
1,2011-08-30,76,61,69.0,56,0.04,29.33,30.03,6.3,1,0,63.24179235088773,15
2,2011-08-30,79,64,72.0,54,0.02,29.38,30.02,6.8,1,0,53.08915754692025,15
1,2011-08-31,87,65,76.0,64,0.0,29.23,29.95,8.3,1,0,66.38299221937822,22
2,2011-08-31,88,65,77.0,64,0.05,29.29,29.94,7.4,0,0,64.21361089200255,23
1,2011-09-01,93,71,82.0,71,0.0,29.2,29.91,5.9,0,0,69.38291043062716,22
2,2011-09-01,94,74,84.0,70,0.0,29.26,29.89,6.3,0,0,62.85783826357497,20
1,2011-09-02,92,76,84.0,69,0.0,29.18,29.89,7.4,0,1,60.74380642126103,16
2,2011-09-02,94,79,87.0,69,0.0,29.24,29.87,6.6,0,0,55.180084402745614,15
1,2011-09-03,89,69,79.0,67,0.02,29.16,29.87,6.2,1,1,66.72333408930567,20
2,2011-09-03,87,71,79.0,68,0.15,29.21,29.85,5.7,0,0,69.06545459318414,16
1,2011-09-04,73,58,66.0,54,0.0,29.24,29.94,11.5,0,0,65.21411080812129,15
2,2011-09-04,74,60,67.0,55,0.0,29.29,29.92,11.5,1,0,65.33342986387333,14
1,2011-09-05,65,52,59.0,45,0.0,29.39,30.1,14.8,0,0,59.66991325554808,13
2,2011-09-05,67,53,60.0,46,0.0,29.43,30.07,16.6,0,0,59.80411012425675,14
1,2011-09-06,66,51,59.0,46,0.0,29.44,30.16,10.1,0,0,61.97738545522772,15
2,2011-09-06,66,57,62.0,47,0.0,29.49,30.14,14.3,0,0,57.853595808149635,9
1,2011-09-07,70,52,61.0,47,0.0,29.42,30.16,10.8,0,0,59.937731910787726,18
2,2011-09-07,70,58,64.0,47,0.0,29.47,30.13,13.3,0,0,53.92455233530137,12
1,2011-09-08,75,57,66.0,53,0.0,29.34,29.26,13.4,1,0,62.868360727195515,18
2,2011-09-08,74,62,68.0,54,0.06,29.36,30.03,15.2,1,1,60.85718486364794,12
1,2011-09-09,72,60,66.0,60,0.02,29.23,29.96,8.3,1,0,80.97766421415629,12
2,2011-09-09,72,64,68.0,61,0.11,29.28,29.94,8.4,1,1,78.30173731848878,8
1,2011-09-10,78,56,67.0,59,0.0,29.29,30.0,3.1,0,1,75.47731524435642,22
2,2011-09-10,76,58,67.0,60,0.01,29.34,29.99,2.0,0,1,78.22015326882769,18
1,2011-09-11,83,57,70.0,59,0.0,29.27,29.99,5.5,0,1,68.08568039805756,26
2,2011-09-11,83,60,72.0,59,0.0,29.33,29.98,4.7,0,1,63.61027648899768,23
1,2011-09-12,86,64,75.0,59,0.0,29.18,29.91,10.9,0,0,57.503552015891614,22
2,2011-09-12,86,64,75.0,59,0.0,29.24,29.9,9.3,0,0,57.503552015891614,22
1,2011-09-13,73,56,65.0,54,0.0,29.2,29.9,8.7,0,1,67.52304382783947,17
2,2011-09-13,76,58,67.0,55,0.0,29.26,29.89,7.8,0,1,65.33342986387333,18
1,2011-09-14,58,47,53.0,43,0.08,29.39,30.09,7.3,1,1,68.70851465832256,11
2,2011-09-14,60,48,54.0,45,0.0,29.47,29.32,7.3,1,1,71.49519517060237,12
1,2011-09-15,59,42,51.0,35,0.0,29.61,30.33,8.5,0,0,54.11630588918709,17
2,2011-09-15,60,44,52.0,36,0.0,29.67,30.32,9.0,0,0,54.263976999396604,16
1,2011-09-16,58,46,52.0,40,0.0,29.59,30.33,3.3,0,0,63.48458878826907,12
2,2011-09-16,59,48,54.0,38,0.0,29.65,30.33,3.7,0,0,54.557575010333494,11
1,2011-09-17,68,50,59.0,45,0.0,29.53,30.27,8.9,0,0,59.66991325554808,18
2,2011-09-17,69,52,61.0,44,0.0,29.59,30.27,9.6,0,0,53.489222585624475,17
1,2011-09-18,65,55,60.0,55,0.43,29.34,30.11,9.5,1,1,83.52505989004503,10
2,2011-09-18,66,56,61.0,54,0.34,29.41,30.11,8.0,1,1,77.72137240852535,10
1,2011-09-19,69,54,62.0,58,0.24,29.24,29.96,5.8,1,1,86.72073837571148,15
2,2011-09-19,68,56,62.0,58,0.41,29.3,29.96,5.8,1,1,86.72073837571148,12
1,2011-09-20,74,49,62.0,54,0.0,29.26,29.26,7.3,0,1,75.0188691101976,25
2,2011-09-20,75,53,64.0,54,0.01,29.33,29.99,6.1,0,1,69.92407087163488,22
1,2011-09-21,71,56,64.0,49,0.0,29.23,29.95,11.0,1,0,58.12736627587315,15
2,2011-09-21,72,57,65.0,49,0.0,29.29,29.94,10.3,0,0,56.13141013840536,15
1,2011-09-22,64,51,58.0,47,0.0,29.36,30.08,6.9,0,0,66.71252677474104,13
2,2011-09-22,63,53,58.0,47,0.0,29.42,30.08,7.2,0,0,66.71252677474104,10
1,2011-09-23,62,48,55.0,44,0.0,29.33,30.06,7.0,0,0,66.35678878575852,14
2,2011-09-23,62,48,55.0,46,0.02,29.38,30.05,6.4,1,0,71.60020023090642,14
1,2011-09-24,62,51,57.0,49,0.14,29.26,29.99,4.6,1,1,74.548291053835,11
2,2011-09-24,63,51,57.0,48,0.07,29.31,29.98,5.3,1,1,71.80860936988302,12
1,2011-09-25,64,51,58.0,53,0.08,29.13,29.87,5.5,1,0,83.39463368388863,13
2,2011-09-25,65,53,59.0,53,0.23,29.18,29.87,5.8,1,1,80.457977206847,12
1,2011-09-26,60,53,57.0,51,1.21,28.92,29.65,15.4,1,1,80.3057586215734,7
2,2011-09-26,63,53,58.0,50,0.9,28.98,29.65,12.4,1,1,74.64339585388701,10
1,2011-09-27,63,54,59.0,53,0.31,29.0,29.71,8.3,1,1,80.457977206847,9
2,2011-09-27,63,54,59.0,53,0.25,29.05,29.7,7.1,1,1,80.457977206847,9
1,2011-09-28,63,53,58.0,54,0.77,29.07,29.78,7.0,1,1,86.50626195683859,10
2,2011-09-28,64,53,59.0,54,0.15,29.12,29.77,6.7,1,1,83.460032682145,11
1,2011-09-29,66,49,58.0,51,0.06,28.98,29.7,13.5,1,1,77.46588457018464,17
2,2011-09-29,66,51,59.0,50,0.09,29.03,29.7,12.7,1,1,72.01490523980752,15
1,2011-09-30,57,45,51.0,41,0.09,29.32,30.01,15.0,1,0,68.4803180781121,12
2,2011-09-30,58,47,53.0,42,0.17,29.37,30.0,16.3,1,0,66.11677879059542,11
1,2011-10-01,56,42,49.0,40,0.0,29.53,30.26,10.3,0,0,70.96203478298281,14
2,2011-10-01,56,44,50.0,40,0.0,29.59,30.26,11.2,0,0,68.36536838876128,12
1,2011-10-02,66,41,54.0,38,0.0,29.47,30.22,5.4,0,0,54.557575010333494,25
2,2011-10-02,65,41,53.0,39,0.0,29.54,30.22,4.6,0,0,58.85251990010381,24
1,2011-10-03,69,44,57.0,45,0.0,29.48,30.21,5.0,0,0,64.11514175131302,25
2,2011-10-03,70,45,58.0,44,0.0,29.54,30.2,4.1,0,0,59.53513888738432,25
1,2011-10-04,76,43,60.0,47,0.0,29.52,30.25,2.3,0,0,62.10637420415283,33
2,2011-10-04,74,46,60.0,47,0.0,29.58,30.25,1.7,0,0,62.10637420415283,28
1,2011-10-05,80,49,65.0,48,0.0,29.49,30.22,3.2,0,0,54.06855673054477,31
2,2011-10-05,80,52,66.0,47,0.0,29.55,30.21,2.9,0,0,50.29229115862627,28
1,2011-10-06,81,50,66.0,51,0.0,29.5,30.23,4.6,0,0,58.39887964098753,31
2,2011-10-06,81,56,69.0,50,0.0,29.57,30.22,4.6,0,0,50.738265153460794,25
1,2011-10-07,84,54,69.0,53,0.0,29.52,30.25,7.7,0,0,56.686850696229826,30
2,2011-10-07,84,59,72.0,51,0.0,29.59,30.24,6.8,0,0,47.54105029425511,25
1,2011-10-08,82,54,68.0,54,0.0,29.56,30.27,7.6,0,0,60.85718486364794,28
